,material_id,metal,anion,formula,oxidationstate,name
60,mp-1784,Cs,F,Cs1 F1,1.0,mp-1784Cs1_F1
61,mp-7988,Cs,O,Cs2 O1,1.0,mp-7988Cs2_O1
62,mp-7896,Cs,O,Cs2 O2,,mp-7896Cs2_O2
63,mp-510262,Cs,O,Cs6 O2,,mp-510262Cs6_O2
64,mp-1441,Cs,O,Cs1 O2,,mp-1441Cs1_O2
65,mp-29266,Cs,S,Cs2 S2,,mp-29266Cs2_S2
66,mp-540703,Cs,S,Cs8 S4,1.0,mp-540703Cs8_S4
67,mp-1193140,Cs,S,Cs8 S20,,mp-1193140Cs8_S20
68,mp-1079600,Cs,S,Cs4 S6,,mp-1079600Cs4_S6
69,mp-1188913,Cs,S,Cs4 S12,,mp-1188913Cs4_S12
70,mp-510557,Cs,N,Cs2 N6,,mp-510557Cs2_N6
71,mp-570886,Be,I,Be2 I4,2.0,mp-570886Be2_I4
72,mp-23267,Be,Cl,Be2 Cl4,2.0,mp-23267Be2_Cl4
73,mp-30139,Be,Br,Be2 Br4,2.0,mp-30139Be2_Br4
74,mp-561543,Be,F,Be12 F24,2.0,mp-561543Be12_F24
75,mp-2542,Be,O,Be2 O2,2.0,mp-2542Be2_O2
76,mp-422,Be,S,Be1 S1,2.0,mp-422Be1_S1
77,mp-18337,Be,N,Be24 N16,2.0,mp-18337Be24_N16
78,mp-23205,Mg,I,Mg1 I2,2.0,mp-23205Mg1_I2
79,mp-1185590,Mg,I,Mg149 I1,,mp-1185590Mg149_I1
80,mp-23210,Mg,Cl,Mg1 Cl2,2.0,mp-23210Mg1_Cl2
81,mp-1185584,Mg,Cl,Mg149 Cl1,,mp-1185584Mg149_Cl1
82,mp-30034,Mg,Br,Mg1 Br2,2.0,mp-30034Mg1_Br2
83,mp-1185549,Mg,Br,Mg149 Br1,,mp-1185549Mg149_Br1
84,mp-1249,Mg,F,Mg2 F4,2.0,mp-1249Mg2_F4
85,mp-1265,Mg,O,Mg1 O1,2.0,mp-1265Mg1_O1
86,mp-1315,Mg,S,Mg1 S1,2.0,mp-1315Mg1_S1
87,mp-1185578,Mg,S,Mg149 S1,,mp-1185578Mg149_S1
88,mp-1185959,Mg,S,Mg2 S4,,mp-1185959Mg2_S4
89,mp-1559,Mg,N,Mg24 N16,2.0,mp-1559Mg24_N16
90,mp-30031,Ca,I,Ca1 I2,2.0,mp-30031Ca1_I2
91,mp-22904,Ca,Cl,Ca2 Cl4,2.0,mp-22904Ca2_Cl4
92,mp-22888,Ca,Br,Ca2 Br4,2.0,mp-22888Ca2_Br4
93,mp-2741,Ca,F,Ca1 F2,2.0,mp-2741Ca1_F2
94,mp-2605,Ca,O,Ca1 O1,2.0,mp-2605Ca1_O1
95,mp-1672,Ca,S,Ca1 S1,2.0,mp-1672Ca1_S1
96,mp-844,Ca,N,Ca24 N16,2.0,mp-844Ca24_N16
97,mp-676,Ca,N,Ca2 N12,,mp-676Ca2_N12
98,mp-2686,Ca,N,Ca2 N1,,mp-2686Ca2_N1
99,mp-1009657,Ca,N,Ca1 N2,,mp-1009657Ca1_N2
100,mp-568284,Sr,I,Sr4 I8,2.0,mp-568284Sr4_I8
101,mp-23209,Sr,Cl,Sr1 Cl2,2.0,mp-23209Sr1_Cl2
102,mp-567744,Sr,Br,Sr4 Br8,2.0,mp-567744Sr4_Br8
103,mp-1080514,Sr,F,Sr2 F6,,mp-1080514Sr2_F6
104,mp-981,Sr,F,Sr1 F2,2.0,mp-981Sr1_F2
105,mp-2697,Sr,O,Sr1 O2,,mp-2697Sr1_O2
106,mp-2472,Sr,O,Sr1 O1,2.0,mp-2472Sr1_O1
107,mp-1175,Sr,S,Sr2 S6,,mp-1175Sr2_S6
108,mp-1087,Sr,S,Sr1 S1,2.0,mp-1087Sr1_S1
109,mp-1245,Sr,N,Sr2 N1,,mp-1245Sr2_N1
110,mp-2131,Sr,N,Sr2 N12,,mp-2131Sr2_N12
111,mp-10564,Sr,N,Sr1 N2,,mp-10564Sr1_N2
112,mp-29973,Sr,N,Sr4 N4,,mp-29973Sr4_N4
113,mp-23260,Ba,I,Ba4 I8,2.0,mp-23260Ba4_I8
114,mp-568662,Ba,Cl,Ba1 Cl2,2.0,mp-568662Ba1_Cl2
115,mp-27456,Ba,Br,Ba4 Br8,2.0,mp-27456Ba4_Br8
116,mp-1080821,Ba,F,Ba2 F6,,mp-1080821Ba2_F6
117,mp-1029,Ba,F,Ba1 F2,2.0,mp-1029Ba1_F2
118,mp-1342,Ba,O,Ba1 O1,2.0,mp-1342Ba1_O1
119,mp-1105,Ba,O,Ba1 O2,,mp-1105Ba1_O2
120,mp-684,Ba,S,Ba2 S4,,mp-684Ba2_S4
121,mp-239,Ba,S,Ba2 S6,,mp-239Ba2_S6
122,mp-1500,Ba,S,Ba1 S1,2.0,mp-1500Ba1_S1
123,mp-10736,Ba,N,Ba6 N2,,mp-10736Ba6_N2
124,mp-1892,Ba,N,Ba2 N1,,mp-1892Ba2_N1
125,mp-1707,Ba,N,Ba2 N12,,mp-1707Ba2_N12
126,mp-1001,Ba,N,Ba2 N4,,mp-1001Ba2_N4
127,mp-685088,Sc,I,Sc24 I50,2.0833333333333335,mp-685088Sc24_I50
128,mp-1186991,Sc,I,Sc2 I6,3.0,mp-1186991Sc2_I6
129,mp-23309,Sc,Cl,Sc2 Cl6,3.0,mp-23309Sc2_Cl6
130,mp-27513,Sc,Cl,Sc7 Cl10,1.4285714285714286,mp-27513Sc7_Cl10
131,mp-542449,Sc,Cl,Sc5 Cl8,1.6,mp-542449Sc5_Cl8
132,mp-1186984,Sc,Br,Sc2 Br6,3.0,mp-1186984Sc2_Br6
133,mp-10694,Sc,F,Sc1 F3,3.0,mp-10694Sc1_F3
134,mp-216,Sc,O,Sc16 O24,3.0,mp-216Sc16_O24
135,mp-401,Sc,S,Sc8 S12,3.0,mp-401Sc8_S12
136,mp-1476,Sc,S,Sc1 S1,2.0,mp-1476Sc1_S1
137,mp-2857,Sc,N,Sc1 N1,3.0,mp-2857Sc1_N1
138,mp-23264,Ti,I,Ti4 I12,3.0,mp-23264Ti4_I12
139,mp-541013,Ti,I,Ti2 I8,4.0,mp-541013Ti2_I8
140,mp-30092,Ti,Cl,Ti4 Cl16,4.0,mp-30092Ti4_Cl16
141,mp-540671,Ti,Cl,Ti14 Cl32,2.2857142857142856,mp-540671Ti14_Cl32
142,mp-571143,Ti,Cl,Ti2 Cl6,3.0,mp-571143Ti2_Cl6
143,mp-28214,Ti,Br,Ti2 Br6,3.0,mp-28214Ti2_Br6
144,mp-540672,Ti,Br,Ti14 Br32,2.2857142857142856,mp-540672Ti14_Br32
145,mp-569814,Ti,Br,Ti8 Br32,4.0,mp-569814Ti8_Br32
146,mp-28974,Ti,F,Ti12 F48,4.0,mp-28974Ti12_F48
147,mp-246,Ti,F,Ti2 F6,3.0,mp-246Ti2_F6
148,mp-1215,Ti,O,Ti2 O1,1.0,mp-1215Ti2_O1
149,mp-2591,Ti,O,Ti12 O4,0.6666666666666666,mp-2591Ti12_O4
150,mp-1147,Ti,O,Ti6 O10,3.3333333333333335,mp-1147Ti6_O10
151,mp-554098,Ti,O,Ti12 O2,0.3333333333333333,mp-554098Ti12_O2
152,mp-554278,Ti,O,Ti4 O8,4.0,mp-554278Ti4_O8
153,mp-1071163,Ti,O,Ti3 O3,2.0,mp-1071163Ti3_O3
154,mp-458,Ti,O,Ti4 O6,3.0,mp-458Ti4_O6
155,mp-673657,Ti,S,Ti14 S24,3.4285714285714284,mp-673657Ti14_S24
156,mp-616559,Ti,S,Ti24 S12,1.0,mp-616559Ti24_S12
157,mp-1018028,Ti,S,Ti1 S1,2.0,mp-1018028Ti1_S1
158,mp-2156,Ti,S,Ti1 S2,4.0,mp-2156Ti1_S2
159,mp-9920,Ti,S,Ti2 S6,6.0,mp-9920Ti2_S6
160,mp-1101099,Ti,S,Ti4 S6,3.0,mp-1101099Ti4_S6
161,mp-1208223,Ti,S,Ti5 S8,3.2,mp-1208223Ti5_S8
162,mp-8282,Ti,N,Ti4 N2,1.5,mp-8282Ti4_N2
163,mp-492,Ti,N,Ti2 N2,3.0,mp-492Ti2_N2
164,mp-865493,V,I,V2 I6,3.0,mp-865493V2_I6
165,mp-1018138,V,I,V1 I2,2.0,mp-1018138V1_I2
166,mp-22877,V,Cl,V1 Cl2,2.0,mp-22877V1_Cl2
167,mp-28117,V,Cl,V2 Cl6,3.0,mp-28117V2_Cl6
168,mp-1101909,V,Cl,V2 Cl10,5.0,mp-1101909V2_Cl10
169,mp-1205372,V,Cl,V4 Cl16,4.0,mp-1205372V4_Cl16
170,mp-971787,V,Br,V1 Br2,2.0,mp-971787V1_Br2
171,mp-865473,V,Br,V2 Br6,3.0,mp-865473V2_Br6
172,mp-554799,V,F,V2 F8,4.0,mp-554799V2_F8
173,mp-558797,V,F,V8 F40,5.0,mp-558797V8_F40
174,mp-559931,V,F,V2 F6,3.0,mp-559931V2_F6
175,mp-555934,V,F,V2 F4,2.0,mp-555934V2_F4
176,mp-622497,V,O,V12 O20,3.3333333333333335,mp-622497V12_O20
177,mp-622640,V,O,V18 O42,4.666666666666667,mp-622640V18_O42
178,mp-19094,V,O,V2 O4,4.0,mp-19094V2_O4
179,mp-25620,V,O,V4 O10,5.0,mp-25620V4_O10
180,mp-25787,V,O,V16 O24,3.0,mp-25787V16_O24
181,mp-799,V,S,V6 S8,2.6666666666666665,mp-799V6_S8
182,mp-1013525,V,S,V2 S4,4.0,mp-1013525V2_S4
183,mp-1133,V,S,V10 S8,1.6,mp-1133V10_S8
184,mp-541155,V,S,V4 S16,8.0,mp-541155V4_S16
185,mp-555283,V,S,V24 S8,0.6666666666666666,mp-555283V24_S8
186,mp-684903,V,N,V6 N3,1.5,mp-684903V6_N3
187,mp-1018027,V,N,V1 N1,3.0,mp-1018027V1_N1
188,mp-1188283,V,N,V16 N2,0.375,mp-1188283V16_N2
189,mp-1213805,Cr,I,Cr6 I18,3.0,mp-1213805Cr6_I18
190,mp-569890,Cr,Cl,Cr6 Cl18,3.0,mp-569890Cr6_Cl18
191,mp-27734,Cr,Br,Cr6 Br18,3.0,mp-27734Cr6_Br18
192,mvc-11142,Cr,F,Cr1 F6,6.0,mvc-11142Cr1_F6
193,mp-639662,Cr,F,Cr4 F20,5.0,mp-639662Cr4_F20
194,mp-704123,Cr,F,Cr8 F32,4.0,mp-704123Cr8_F32
195,mp-554340,Cr,F,Cr2 F4,2.0,mp-554340Cr2_F4
196,mp-560338,Cr,F,Cr2 F6,3.0,mp-560338Cr2_F6
197,mp-773920,Cr,O,Cr20 O48,4.8,mp-773920Cr20_O48
198,mp-19177,Cr,O,Cr2 O4,4.0,mp-19177Cr2_O4
199,mp-19399,Cr,O,Cr4 O6,3.0,mp-19399Cr4_O6
200,mp-849084,Cr,S,Cr10 S16,3.2,mp-849084Cr10_S16
201,mp-849081,Cr,S,Cr4 S6,3.0,mp-849081Cr4_S6
202,mp-849071,Cr,S,Cr6 S8,2.6666666666666665,mp-849071Cr6_S8
203,mp-755263,Cr,S,Cr1 S2,4.0,mp-755263Cr1_S2
204,mp-8780,Cr,N,Cr6 N3,1.5,mp-8780Cr6_N3
205,mp-1183691,Cr,N,Cr1 N1,3.0,mp-1183691Cr1_N1
